epoch,train_loss,val_loss,train_acc,val_acc
1,0.5752743964092228,0.5787987525826658,0.796875,0.7734375
2,0.514983575641951,0.5189385495979366,0.8046875,0.8046875
3,0.4734927687319174,0.47726575358504464,0.8203125,0.8046875
4,0.44362605324926774,0.44689254407562906,0.8125,0.8046875
5,0.4212134935485988,0.4238087533776459,0.81640625,0.8125
6,0.4037835643396807,0.40563104922358895,0.8125,0.8203125
7,0.38981759888693557,0.39089026080174477,0.8125,0.8359375
8,0.3783446226416612,0.37864371972593847,0.81640625,0.8359375
9,0.3687198873828985,0.3682630347835826,0.81640625,0.8359375
10,0.3605004469113004,0.3593146520766154,0.81640625,0.8359375
11,0.35337278159794844,0.3514902592820889,0.8203125,0.8359375
12,0.347109167371806,0.34456476208362236,0.82421875,0.8359375
13,0.34154046095118357,0.33837003211591654,0.82421875,0.84375
14,0.3365385820189943,0.33277798426615185,0.82421875,0.84375
15,0.3320049100487158,0.32768935148906997,0.82421875,0.8515625
16,0.3278623978236213,0.32302604369602506,0.82421875,0.8515625
17,0.32405008515300654,0.3187258233415953,0.82421875,0.8515625
18,0.32051920171082593,0.3147385161300494,0.82421875,0.859375
19,0.3172303461328091,0.31102326224502164,0.82421875,0.859375
20,0.3141514092255816,0.30754648759463876,0.82421875,0.859375
21,0.3112560214070365,0.30428038279925523,0.82421875,0.859375
22,0.3085223758568282,0.3012017464874658,0.82421875,0.859375
23,0.30593232518491537,0.29829109417638555,0.82421875,0.8515625
24,0.3034706800983408,0.2955319636198245,0.828125,0.859375
25,0.301124659223312,0.2929103674694058,0.828125,0.8671875
26,0.2988834534133975,0.29041435777736335,0.828125,0.8671875
27,0.29673787774227434,0.28803367639611743,0.828125,0.8671875
28,0.29468009134868417,0.28575947205795216,0.83203125,0.8671875
29,0.2927033702896402,0.28358406973431177,0.8359375,0.8671875
30,0.2908019221731755,0.2815007813652606,0.8359375,0.8671875
31,0.2889707339925539,0.27950374960998403,0.8359375,0.8671875
32,0.28720544654838154,0.277587818167678,0.8359375,0.875
33,0.2855022503158068,0.27574842364040364,0.8359375,0.875
34,0.283857798725496,0.27398150498520857,0.83984375,0.875
35,0.28226913567447204,0.2722834274237824,0.84375,0.875
36,0.2807336347342604,0.27065091830970833,0.84375,0.875
37,0.2792489480282888,0.2690810129433916,0.84765625,0.875
38,0.27781296314403114,0.2675710087075714,0.85546875,0.875
39,0.2764237667544156,0.2661184261974355,0.85546875,0.875
40,0.2750796138671999,0.26472097625771196,0.859375,0.875
41,0.27377890181508635,0.2633765320289227,0.86328125,0.875
42,0.27252014825444115,0.2620831052570063,0.8671875,0.875
43,0.2713019725650987,0.26083882624295196,0.8671875,0.8828125
44,0.27012308014435155,0.2596419269082404,0.8671875,0.8828125
45,0.2689822491699128,0.2584907265326277,0.8671875,0.8828125
46,0.2678783194732592,0.257383619786936,0.8671875,0.8828125
47,0.2668101832194065,0.2563190667379993,0.8671875,0.8828125
48,0.2657767771342102,0.2552955845480882,0.8671875,0.8828125
49,0.26477707605762213,0.2543117406288507,0.8671875,0.8828125
50,0.2638100876324746,0.2533661470415161,0.8671875,0.8828125
51,0.2628748479644816,0.25245745596197366,0.8671875,0.890625
52,0.26197041811120514,0.25158435605227875,0.8671875,0.890625
53,0.2610958812764786,0.2507455695998819,0.8671875,0.890625
54,0.2602503406028168,0.24993985030300717,0.875,0.890625
55,0.2594329174681531,0.24916598159557748,0.875,0.890625
56,0.25864275020521554,0.24842277541826474,0.875,0.890625
57,0.25787899317229357,0.2477090713539156,0.875,0.890625
58,0.25714081611329603,0.2470237360559974,0.8828125,0.890625
59,0.2564274037530673,0.2463656629080035,0.8828125,0.890625
60,0.2557379555810601,0.24573377186008943,0.8828125,0.890625
61,0.25507168578279127,0.24512700939669987,0.8828125,0.8984375
62,0.25442782328413677,0.2445443485956767,0.88671875,0.890625
63,0.2538056118785347,0.24398478924538486,0.890625,0.890625
64,0.25320431041162617,0.24344735799181505,0.890625,0.890625
65,0.25262319300184344,0.24293110849247584,0.88671875,0.890625
66,0.2520615492789805,0.2424351215582072,0.88671875,0.890625
67,0.2515186846259197,0.24195850526788354,0.88671875,0.890625
68,0.25099392041145097,0.2415003950443551,0.88671875,0.890625
69,0.2504865942045606,0.24105995368293842,0.88671875,0.890625
70,0.2499960599626974,0.2406363713263405,0.88671875,0.890625
71,0.24952168818838485,0.24022886538211988,0.8828125,0.890625
72,0.24906286605015251,0.23983668038067785,0.8828125,0.890625
73,0.24861899746513966,0.2394590877733646,0.8828125,0.890625
74,0.248189503141895,0.23909538567160651,0.88671875,0.890625
75,0.2477738205828824,0.23874489852903558,0.890625,0.890625
76,0.24737140404701852,0.23840697676946104,0.890625,0.890625
77,0.24698172447323824,0.23808099636418595,0.890625,0.890625
78,0.24660426936661728,0.2377663583626634,0.890625,0.890625
79,0.24623854264900014,0.23746248838083037,0.890625,0.8984375
80,0.24588406447639594,0.23716883605167116,0.890625,0.8984375
81,0.24554037102563314,0.23688487444266448,0.890625,0.8984375
82,0.24520701425291003,0.2366100994447825,0.890625,0.8984375
83,0.24488356162696429,0.2363440291376403,0.88671875,0.8984375
84,0.24456959583961346,0.23608620313526785,0.88671875,0.8984375
85,0.2442647144963993,0.23583618191679642,0.88671875,0.8984375
86,0.24396852979001604,0.23559354614613395,0.88671875,0.8984375
87,0.24368066815911624,0.2353578959844575,0.88671875,0.8984375
88,0.24340076993498022,0.23512885039908457,0.88671875,0.8984375
89,0.24312848897840716,0.23490604647200475,0.88671875,0.8984375
90,0.2428634923090482,0.23468913871107022,0.88671875,0.8984375
91,0.24260545972925082,0.23447779836655344,0.88671875,0.8984375
92,0.24235408344433396,0.23427171275550224,0.88671875,0.8984375
93,0.24210906768105345,0.2340705845960418,0.88671875,0.8984375
94,0.24187012830586724,0.23387413135351096,0.88671875,0.8984375
95,0.24163699244445255,0.2336820846000643,0.88671875,0.8984375
96,0.24140939810378384,0.23349418938913194,0.88671875,0.8984375
97,0.24118709379793363,0.2333102036459046,0.88671875,0.8984375
98,0.24096983817862555,0.23312989757479963,0.88671875,0.8984375
99,0.24075739967143794,0.2329530530846731,0.88671875,0.8984375
100,0.24054955611843687,0.23277946323236226,0.88671875,0.8984375
101,0.24034609442790372,0.23260893168498328,0.88671875,0.8984375
102,0.24014681023171808,0.23244127220126104,0.88671875,0.8984375
103,0.23995150755085942,0.23227630813203767,0.88671875,0.8984375
104,0.23975999846940427,0.23211387193998742,0.88671875,0.8984375
105,0.23957210281731217,0.23195380473846444,0.88671875,0.8984375
106,0.2393876478622229,0.23179595584931662,0.88671875,0.8984375
107,0.2392064680104202,0.2316401823794207,0.88671875,0.8984375
108,0.23902840451705837,0.2314863488156264,0.88671875,0.8984375
109,0.2388533052056957,0.23133432663773862,0.88671875,0.8984375
110,0.23868102419713172,0.23118399394911848,0.88671875,0.8984375
111,0.2385114216475043,0.23103523512444546,0.88671875,0.8984375
112,0.2383443634955667,0.23088794047414837,0.88671875,0.8984375
113,0.2381797212190344,0.23074200592499033,0.88671875,0.8984375
114,0.23801737159986375,0.23059733271627275,0.88671875,0.8984375
115,0.23785719649830253,0.23045382711110882,0.88671875,0.8984375
116,0.23769908263553402,0.23031140012221252,0.88671875,0.8984375
117,0.2375429213847193,0.23016996725164046,0.88671875,0.8984375
118,0.23738860857023114,0.23002944824392726,0.88671875,0.8984375
119,0.23723604427486217,0.22988976685205653,0.88671875,0.8984375
120,0.23708513265478187,0.22975085061571593,0.88671875,0.8984375
121,0.2369357817620128,0.22961263065129345,0.88671875,0.8984375
122,0.23678790337419195,0.2294750414530818,0.88671875,0.8984375
123,0.2366414128313802,0.22933802070517087,0.88671875,0.8984375
124,0.23649622887968508,0.22920150910352022,0.88671875,0.8984375
125,0.23635227352145868,0.2290654501877203,0.88671875,0.8984375
126,0.23620947187183908,0.22892979018196385,0.88671875,0.8984375
127,0.2360677520214011,0.22879447784476797,0.88671875,0.8984375
128,0.2359270449046908,0.22865946432700113,0.88671875,0.90625
129,0.2357872841744179,0.22852470303778824,0.88671875,0.90625
130,0.23564840608108806,0.22839014951788295,0.88671875,0.90625
131,0.23551034935785986,0.228255761320113,0.88671875,0.90625
132,0.23537305511041873,0.22812149789652253,0.88671875,0.90625
133,0.2352364667116637,0.22798732049185033,0.890625,0.90625
134,0.23510052970101084,0.2278531920430012,0.890625,0.90625
135,0.23496519168812147,0.22771907708418163,0.890625,0.90625
136,0.23483040226087112,0.2275849416573887,0.890625,0.90625
137,0.23469611289737996,0.22745075322795522,0.890625,0.90625
138,0.2345622768819321,0.22731648060486845,0.890625,0.90625
139,0.23442884922461843,0.22718209386559635,0.890625,0.90625
140,0.23429578658454192,0.2270475642851656,0.890625,0.90625
141,0.23416304719643138,0.22691286426925264,0.890625,0.90625
142,0.23403059080051658,0.22677796729105867,0.890625,0.90625
143,0.23389837857552095,0.22664284783175387,0.890625,0.90625
144,0.2337663730746365,0.22650748132428705,0.890625,0.90625
145,0.2336345381643491,0.2263718441003674,0.890625,0.90625
146,0.23350283896598917,0.22623591334043736,0.890625,0.90625
147,0.23337124179988686,0.22609966702646428,0.890625,0.90625
148,0.23323971413201688,0.22596308389738906,0.890625,0.90625
149,0.23310822452302207,0.22582614340707924,0.890625,0.90625
150,0.23297674257951087,0.22568882568464166,0.890625,0.90625
151,0.2328452389075267,0.2255511114969595,0.890625,0.90625
152,0.2327136850680937,0.22541298221332587,0.890625,0.90625
153,0.23258205353474562,0.22527441977205317,0.890625,0.90625
154,0.2324503176529499,0.22513540664894466,0.890625,0.90625
155,0.23231845160134285,0.22499592582752195,0.890625,0.90625
156,0.23218643035469494,0.22485596077090714,0.890625,0.90625
157,0.2320542296485293,0.22471549539526614,0.890625,0.90625
158,0.23192182594532057,0.2245745140447231,0.890625,0.90625
159,0.23178919640220294,0.22443300146766282,0.890625,0.90625
160,0.23165631884012108,0.2242909427943427,0.890625,0.90625
161,0.23152317171436,0.22414832351573946,0.890625,0.90625
162,0.23138973408639218,0.224005129463562,0.890625,0.90625
163,0.23125598559698496,0.22386134679136382,0.890625,0.90625
164,0.23112190644051084,0.223716961956695,0.890625,0.90625
165,0.23098747734040936,0.22357196170423405,0.890625,0.90625
166,0.23085267952574878,0.22342633304984705,0.89453125,0.90625
167,0.23071749470883982,0.22328006326552186,0.89453125,0.90625
168,0.23058190506385506,0.22313313986512961,0.89453125,0.90625
169,0.2304458932064101,0.22298555059096833,0.8984375,0.90625
170,0.23030944217406477,0.22283728340104642,0.8984375,0.90625
171,0.23017253540770372,0.22268832645706532,0.8984375,0.90625
172,0.23003515673375877,0.22253866811306522,0.8984375,0.90625
173,0.22989729034723622,0.22238829690469653,0.8984375,0.90625
174,0.22975892079551438,0.2222372015390854,0.8984375,0.90625
175,0.2296200329628783,0.22208537088526203,0.8984375,0.90625
176,0.22948061205575926,0.22193279396512064,0.90234375,0.90625
177,0.2293406435886502,0.2217794599448859,0.90234375,0.90625
178,0.22920011337066626,0.2216253581270577,0.90234375,0.90625
179,0.22905900749272473,0.22147047794281083,0.90234375,0.90625
180,0.22891731231531703,0.22131480894482652,0.90234375,0.90625
181,0.22877501445684761,0.22115834080053304,0.90234375,0.90625
182,0.22863210078251625,0.22100106328573624,0.90234375,0.90625
183,0.22848855839372062,0.22084296627862002,0.90234375,0.9140625
184,0.22834437461795715,0.22068403975409828,0.90234375,0.9140625
185,0.22819953699919937,0.22052427377850245,0.90234375,0.9140625
186,0.22805403328873403,0.22036365850458633,0.90234375,0.9140625
187,0.22790785143643544,0.22020218416683543,0.90234375,0.9140625
188,0.22776097958246047,0.22003984107706456,0.90234375,0.9140625
189,0.22761340604934613,0.21987661962029126,0.90234375,0.9140625
190,0.2274651193344936,0.21971251025087124,0.90234375,0.9140625
191,0.2273161081030231,0.21954750348888497,0.90234375,0.9140625
192,0.22716636118098343,0.21938158991676293,0.90234375,0.9140625
193,0.22701586754890285,0.2192147601761395,0.90234375,0.9140625
194,0.22686461633566635,0.21904700496492424,0.90234375,0.9140625
195,0.22671259681270745,0.21887831503458266,0.90234375,0.9140625
196,0.22655979838850027,0.21870868118761544,0.90234375,0.9140625
197,0.22640621060334082,0.21853809427522874,0.90234375,0.9140625
198,0.2262518231244057,0.21836654519518706,0.90234375,0.9140625
199,0.2260966257410773,0.21819402488984083,0.90234375,0.9140625
200,0.2259406083605241,0.218020524344321,0.90234375,0.9140625
201,0.22578376100352698,0.21784603458489532,0.90234375,0.9140625
202,0.2256260738005414,0.21767054667747698,0.90234375,0.9140625
203,0.22546753698798572,0.2174940517262821,0.90234375,0.9140625
204,0.22530814090474777,0.21731654087262842,0.90234375,0.9140625
205,0.22514787598890013,0.21713800529386998,0.90234375,0.9140625
206,0.2249867327746165,0.21695843620246263,0.90234375,0.9140625
207,0.22482470188928141,0.2167778248451555,0.90234375,0.9140625
208,0.22466177405078563,0.21659616250230226,0.90234375,0.9140625
209,0.22449794006499968,0.21641344048728936,0.90234375,0.9140625
210,0.22433319082341996,0.21622965014607584,0.90234375,0.9140625
211,0.2241675173009787,0.2160447828568401,0.90234375,0.9140625
212,0.22400091055401372,0.21585883002973094,0.90234375,0.9140625
213,0.22383336171839052,0.21567178310671775,0.90234375,0.9140625
214,0.2236648620077707,0.21548363356153702,0.90234375,0.9140625
215,0.22349540271202278,0.21529437289973102,0.90234375,0.9140625
216,0.22332497519576783,0.21510399265877622,0.90234375,0.9140625
217,0.22315357089705648,0.2149124844082972,0.90234375,0.9140625
218,0.22298118132617156,0.21471983975036354,0.90234375,0.9140625
219,0.22280779806455192,0.21452605031986735,0.90234375,0.9140625
220,0.2226334127638325,0.21433110778497705,0.90234375,0.9140625
221,0.22245801714499663,0.21413500384766593,0.90234375,0.9140625
222,0.22228160299763627,0.21393773024431284,0.90234375,0.9140625
223,0.22210416217931583,0.213739278746372,0.90234375,0.9140625
224,0.2219256866150358,0.2135396411611092,0.90234375,0.9140625
225,0.22174616829679278,0.21333880933240387,0.90234375,0.9140625
226,0.22156559928323144,0.21313677514161178,0.90234375,0.9140625
227,0.22138397169938578,0.2129335305084892,0.90234375,0.9140625
228,0.221201277736506,0.21272906739217462,0.90234375,0.9140625
229,0.22101750965196687,0.21252337779222613,0.90234375,0.9140625
230,0.2208326597692561,0.21231645374971347,0.90234375,0.9140625
231,0.22064672047803824,0.2121082873483615,0.90234375,0.9140625
232,0.22045968423429163,0.21189887071574454,0.90234375,0.9140625
233,0.22027154356051598,0.21168819602452837,0.90234375,0.9140625
234,0.22008229104600685,0.2114762554937597,0.90234375,0.9140625
235,0.21989191934719543,0.21126304139019977,0.90234375,0.9140625
236,0.21970042118805022,0.21104854602970188,0.90234375,0.9140625
237,0.21950778936053855,0.21083276177863008,0.90234375,0.9140625
238,0.2193140167251454,0.21061568105531805,0.90234375,0.9140625
239,0.219119096211447,0.21039729633156637,0.90234375,0.9140625
240,0.21892302081873705,0.21017760013417675,0.90234375,0.9140625
241,0.21872578361670358,0.20995658504652162,0.90234375,0.9140625
242,0.21852737774615372,0.20973424371014782,0.90234375,0.9140625
243,0.21832779641978484,0.2095105688264124,0.90234375,0.9140625
244,0.21812703292299968,0.20928555315815006,0.90234375,0.9140625
245,0.21792508061476362,0.2090591895313697,0.90234375,0.9140625
246,0.21772193292850212,0.20883147083697962,0.90234375,0.9140625
247,0.21751758337303623,0.20860239003253955,0.90234375,0.9140625
248,0.21731202553355522,0.20837194014403831,0.90234375,0.9140625
249,0.2171052530726228,0.20814011426769582,0.90234375,0.9140625
250,0.21689725973121718,0.20790690557178781,0.90234375,0.921875
251,0.21668803932980188,0.20767230729849281,0.90234375,0.921875
252,0.21647758576942616,0.20743631276575872,0.90234375,0.921875
253,0.21626589303285315,0.20719891536918977,0.90234375,0.921875
254,0.21605295518571482,0.20696010858395003,0.90234375,0.921875
255,0.215838766377691,0.20671988596668478,0.90234375,0.921875
256,0.21562332084371194,0.20647824115745675,0.90234375,0.921875
257,0.21540661290518298,0.20623516788169682,0.90234375,0.921875
